year,GEOID,NAME,B25001_001E,B25002_003E,B25032_001E,B25032_013E,B25008_003E,B25119_003E,B25037_003E,B25039_003E,B25064_001E,B25071_001E,B25013_011E,B25003H_003E,B25003B_003E,B25003D_003E,B25003I_003E,B17017_001E,B17017_002E
2015,36081134100,"Census Tract 1341, Queens County, New York",1128,62,1066,276,1030,60200,1948,2008,1726,45,116,60,0,183,16,1066,75
2016,36081134100,"Census Tract 1341, Queens County, New York",1107,66,1041,235,970,48393,1951,2008,1826,50,92,48,0,179,8,1041,123
2017,36081134100,"Census Tract 1341, Queens County, New York",1095,27,1068,281,1047,63466,1952,2007,1706,34.3,97,87,0,166,28,1068,103
2018,36081134100,"Census Tract 1341, Queens County, New York",1095,29,1066,308,1158,76481,1952,2010,1772,31.5,83,72,0,215,21,1066,113
2019,36081134100,"Census Tract 1341, Queens County, New York",1116,98,1018,289,929,75625,1953,2011,1740,30.4,37,72,10,154,53,1018,128
2020,36081134100,"Census Tract 1341, Queens County, New York",1162,77,1085,340,945,NA,1951,2016,1395,30.3,72,52,21,243,24,1085,110
2012,36081134700,"Census Tract 1347, Queens County, New York",4024,113,3911,3429,8690,44044,1952,2003,1479,38.8,1588,993,476,1534,441,3911,637
2013,36081134700,"Census Tract 1347, Queens County, New York",4005,112,3893,3321,8393,38327,1954,2004,1490,41.4,1527,1119,396,1385,393,3893,678
2014,36081134700,"Census Tract 1347, Queens County, New York",3948,150,3798,3060,7564,50255,1953,2005,1560,36.2,1490,1097,334,1122,436,3798,704
2015,36081134700,"Census Tract 1347, Queens County, New York",3989,153,3836,3146,7980,53869,1953,2007,1615,35.7,1557,988,428,1201,394,3836,672
2016,36081134700,"Census Tract 1347, Queens County, New York",4072,154,3918,3112,7801,53991,1952,2008,1653,36,1363,1079,275,1103,562,3918,666
2017,36081134700,"Census Tract 1347, Queens County, New York",4104,180,3924,3212,7974,60019,1951,2008,1694,33.5,1628,1141,350,1090,466,3924,561
2018,36081134700,"Census Tract 1347, Queens County, New York",4084,174,3910,3201,8107,62851,1950,2009,1781,33.1,1570,1010,401,1212,456,3910,555
2019,36081134700,"Census Tract 1347, Queens County, New York",4076,92,3984,3287,8986,64106,1952,2010,1827,32.8,1700,991,373,1298,448,3984,515
2020,36081134701,"Census Tract 1347.01, Queens County, New York",1922,72,1850,1726,4845,75122,1952,2013,1823,31.3,705,366,230,714,290,1850,323
2020,36081134702,"Census Tract 1347.02, Queens County, New York",1917,81,1836,1352,3796,65256,1950,2009,1890,31.8,839,527,121,559,160,1836,184
2012,36081136700,"Census Tract 1367, Queens County, New York",2514,75,2439,536,1555,51250,1965,2006,1600,34.1,236,147,24,258,89,2439,177
2013,36081136700,"Census Tract 1367, Queens County, New York",2551,121,2430,577,1652,57820,1963,2005,1661,33.1,238,176,57,242,101,2430,146
2014,36081136700,"Census Tract 1367, Queens County, New York",2495,120,2375,572,1687,60029,1964,2005,1731,41.5,202,182,83,181,123,2375,182
2015,36081136700,"Census Tract 1367, Queens County, New York",2499,157,2342,643,1917,60489,1965,2006,1754,42.3,220,180,112,206,170,2342,252
2016,36081136700,"Census Tract 1367, Queens County, New York",2498,152,2346,610,1701,46711,1963,2007,1710,43.8,212,160,80,169,204,2346,239
2017,36081136700,"Census Tract 1367, Queens County, New York",2480,162,2318,499,1699,52127,1957,2010,1764,34.7,185,176,17,134,156,2318,267
2018,36081136700,"Census Tract 1367, Queens County, New York",2480,174,2306,419,1488,64632,1957,2012,1946,33.3,118,107,0,130,164,2306,277
2019,36081136700,"Census Tract 1367, Queens County, New York",2547,176,2371,566,1764,71950,1959,2014,1974,24.9,69,102,78,182,204,2371,284
2020,36081136700,"Census Tract 1367, Queens County, New York",2368,136,2232,674,2366,92763,1963,2014,1963,26.7,214,107,76,281,169,2232,202
2012,36081137700,"Census Tract 1377, Queens County, New York",2405,23,2382,1233,3436,52386,1949,2003,1561,34.9,393,460,0,584,123,2382,343
2013,36081137700,"Census Tract 1377, Queens County, New York",2364,27,2337,1221,3146,46250,1950,2004,1492,37.6,409,523,0,535,96,2337,283
2014,36081137700,"Census Tract 1377, Queens County, New York",2334,12,2322,1237,3286,54256,1951,2006,1489,32.4,465,537,0,547,85,2322,267
2015,36081137700,"Census Tract 1377, Queens County, New York",2369,40,2329,1217,3036,53007,1949,2008,1547,33.8,439,444,101,534,112,2329,251
2016,36081137700,"Census Tract 1377, Queens County, New York",2402,40,2362,1163,2767,64886,1952,2008,1565,24.9,397,444,161,439,106,2362,232
2017,36081137700,"Census Tract 1377, Queens County, New York",2454,74,2380,1152,2714,70603,1952,2010,1618,24.5,355,391,202,385,160,2380,234
2018,36081137700,"Census Tract 1377, Queens County, New York",2521,78,2443,1172,3285,66700,1952,2011,1717,32.1,311,272,227,487,187,2443,209
2019,36081137700,"Census Tract 1377, Queens County, New York",2521,78,2443,1143,3032,75479,1950,2012,1773,32.1,323,193,254,446,269,2443,196
2020,36081137700,"Census Tract 1377, Queens County, New York",2629,67,2562,1161,3261,68576,1957,2012,1779,33.5,254,263,183,405,333,2562,253
2012,36081138501,"Census Tract 1385.01, Queens County, New York",1517,80,1437,526,1616,70761,1963,2004,1675,31,214,192,0,253,67,1437,167
2013,36081138501,"Census Tract 1385.01, Queens County, New York",1500,73,1427,571,1693,59471,1962,2005,1879,33.3,164,186,0,274,111,1427,232
2014,36081138501,"Census Tract 1385.01, Queens County, New York",1465,45,1420,581,1870,58835,1963,2006,1901,41.6,162,199,0,283,99,1420,194
2015,36081138501,"Census Tract 1385.01, Queens County, New York",1484,62,1422,649,2024,60046,1963,2007,1919,40,165,260,7,292,90,1422,142
2016,36081138501,"Census Tract 1385.01, Queens County, New York",1480,81,1399,678,2154,60658,1964,2009,2022,41.8,193,284,23,303,68,1399,166
2017,36081138501,"Census Tract 1385.01, Queens County, New York",1535,71,1464,673,2083,65236,1964,2010,1983,36.2,228,298,23,287,65,1464,145
2018,36081138501,"Census Tract 1385.01, Queens County, New York",1543,64,1479,655,2100,67260,1966,2011,2037,32.7,259,315,24,297,19,1479,110
2019,36081138501,"Census Tract 1385.01, Queens County, New York",1559,108,1451,620,1899,91250,1966,2013,2102,30.3,235,273,22,290,35,1451,106
2020,36081138501,"Census Tract 1385.01, Queens County, New York",1524,127,1397,693,2168,95599,1964,2014,2361,33.8,378,236,10,339,50,1397,77
2012,36081138502,"Census Tract 1385.02, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2013,36081138502,"Census Tract 1385.02, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2014,36081138502,"Census Tract 1385.02, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2015,36081138502,"Census Tract 1385.02, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2016,36081138502,"Census Tract 1385.02, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2017,36081138502,"Census Tract 1385.02, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2018,36081138502,"Census Tract 1385.02, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2019,36081138502,"Census Tract 1385.02, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2020,36081138502,"Census Tract 1385.02, Queens County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2012,36081139900,"Census Tract 1399, Queens County, New York",591,44,547,5,5,NA,NA,NA,NA,NA,5,5,0,0,0,547,33
2013,36081139900,"Census Tract 1399, Queens County, New York",591,53,538,4,10,NA,NA,NA,NA,NA,0,4,0,0,0,538,39
2014,36081139900,"Census Tract 1399, Queens County, New York",587,59,528,5,11,NA,NA,NA,NA,NA,0,5,0,0,0,528,38
2015,36081139900,"Census Tract 1399, Queens County, New York",588,53,535,10,23,NA,NA,NA,NA,NA,5,10,0,0,0,535,27
2016,36081139900,"Census Tract 1399, Queens County, New York",593,14,579,46,145,67875,1948,1998,1763,31.5,6,46,0,0,0,579,18
2017,36081139900,"Census Tract 1399, Queens County, New York",591,25,566,51,175,70450,1949,1999,1803,31.7,5,51,0,0,0,566,20
2018,36081139900,"Census Tract 1399, Queens County, New York",602,26,576,75,201,73092,1949,2015,1750,30.9,16,65,0,10,0,576,23
2019,36081139900,"Census Tract 1399, Queens County, New York",594,21,573,82,211,55000,1947,2012,2156,30.9,20,55,0,27,0,573,32
2020,36081139900,"Census Tract 1399, Queens County, New York",603,46,557,67,143,NA,1948,2013,NA,33.8,14,39,0,28,0,557,31
2012,36081140300,"Census Tract 1403, Queens County, New York",873,42,831,159,567,26917,1971,2006,2001,50,90,26,0,115,18,831,74
2013,36081140300,"Census Tract 1403, Queens County, New York",856,30,826,179,609,30208,1971,2006,1992,50,104,27,0,116,31,826,97
2014,36081140300,"Census Tract 1403, Queens County, New York",850,29,821,182,513,68243,1957,2010,1800,46.3,105,37,0,86,53,821,54
2015,36081140300,"Census Tract 1403, Queens County, New York",837,27,810,171,368,80057,1956,2008,1760,47.9,84,77,0,45,44,810,64
2016,36081140300,"Census Tract 1403, Queens County, New York",838,47,791,172,357,71563,1956,2006,1851,46.4,99,74,0,43,50,791,67
2017,36081140300,"Census Tract 1403, Queens County, New York",840,38,802,177,377,61458,1957,2010,1840,48.7,104,76,0,49,47,802,47
2018,36081140300,"Census Tract 1403, Queens County, New York",843,33,810,175,389,74125,1957,2012,1942,48.8,99,77,5,57,36,810,25
2019,36081140300,"Census Tract 1403, Queens County, New York",829,50,779,112,244,52308,1958,2010,1904,51,52,42,3,54,13,779,29
2020,36081140300,"Census Tract 1403, Queens County, New York",821,46,775,48,163,47500,1954,2008,2475,51,17,8,4,27,9,775,40
2012,36081140901,"Census Tract 1409.01, Queens County, New York",320,0,320,16,36,78750,1953,1993,1125,NA,12,8,0,8,0,320,26
2013,36081140901,"Census Tract 1409.01, Queens County, New York",315,0,315,21,33,42250,1951,1996,1125,24,16,21,0,0,0,315,27
2014,36081140901,"Census Tract 1409.01, Queens County, New York",312,0,312,26,40,41250,1954,1997,1125,37.5,16,26,0,0,0,312,32
2015,36081140901,"Census Tract 1409.01, Queens County, New York",314,0,314,29,43,NA,1955,1998,1115,50,17,29,0,0,0,314,30
2016,36081140901,"Census Tract 1409.01, Queens County, New York",318,0,318,28,42,NA,1955,1998,1136,37.5,18,28,0,0,0,318,26
2017,36081140901,"Census Tract 1409.01, Queens County, New York",313,0,313,48,133,41875,1949,2004,NA,38.6,36,37,0,10,0,313,26
2018,36081140901,"Census Tract 1409.01, Queens County, New York",316,0,316,40,91,NA,1950,2005,1320,37,27,27,6,5,0,316,16
2019,36081140901,"Census Tract 1409.01, Queens County, New York",320,0,320,41,97,NA,1948,2004,1370,36.4,33,27,5,7,0,320,10
2020,36081140901,"Census Tract 1409.01, Queens County, New York",352,0,352,121,390,108417,1947,2016,2190,22.5,38,17,13,12,75,352,4
2012,36081140902,"Census Tract 1409.02, Queens County, New York",891,75,816,182,583,57845,2001,2007,1910,37.7,83,36,18,105,41,816,62
2013,36081140902,"Census Tract 1409.02, Queens County, New York",900,62,838,175,587,65391,2002,2009,1962,33.6,88,32,14,104,39,838,41
2014,36081140902,"Census Tract 1409.02, Queens County, New York",905,28,877,156,521,71579,2001,2011,2001,31.9,103,25,16,91,40,877,48
2015,36081140902,"Census Tract 1409.02, Queens County, New York",916,27,889,165,501,72188,2001,2011,2033,25,110,32,16,89,44,889,51
2016,36081140902,"Census Tract 1409.02, Queens County, New York",911,30,881,133,343,101771,1971,2012,1739,21.9,96,36,0,97,0,881,34
2017,36081140902,"Census Tract 1409.02, Queens County, New York",918,16,902,133,431,102422,1959,2012,1671,22.6,58,34,0,99,0,902,53
2018,36081140902,"Census Tract 1409.02, Queens County, New York",894,26,868,182,499,75192,1959,2013,1743,27,74,45,0,136,1,868,86
2019,36081140902,"Census Tract 1409.02, Queens County, New York",903,52,851,175,508,78194,1961,2013,1782,29.5,78,39,0,133,3,851,102
2020,36081140902,"Census Tract 1409.02, Queens County, New York",866,56,810,226,627,NA,1949,2012,1824,26.7,128,32,0,120,74,810,95
2012,36081141700,"Census Tract 1417, Queens County, New York",1559,42,1517,339,1012,51094,1953,2005,1617,27,105,83,0,133,123,1517,94
2013,36081141700,"Census Tract 1417, Queens County, New York",1556,43,1513,276,832,90217,1951,2005,1750,23.5,72,85,0,118,73,1513,119
2014,36081141700,"Census Tract 1417, Queens County, New York",1543,9,1534,259,824,64205,1952,2007,1740,26.8,60,78,9,85,63,1534,112
2015,36081141700,"Census Tract 1417, Queens County, New York",1566,36,1530,252,812,53182,1954,2008,1615,31.4,64,65,10,102,53,1530,114
2016,36081141700,"Census Tract 1417, Queens County, New York",1598,47,1551,252,811,55000,1957,2009,1394,28.1,49,63,10,91,64,1551,100
2017,36081141700,"Census Tract 1417, Queens County, New York",1614,40,1574,211,669,55450,1959,2008,1373,28.8,62,65,12,78,31,1574,102
2018,36081141700,"Census Tract 1417, Queens County, New York",1628,52,1576,231,700,54792,1961,2011,1769,33.4,64,78,12,97,30,1576,102
2019,36081141700,"Census Tract 1417, Queens County, New York",1627,49,1578,290,692,53696,1970,2011,2061,33.5,69,141,0,136,27,1578,183
2020,36081141700,"Census Tract 1417, Queens County, New York",1592,21,1571,345,948,56010,1974,2013,2542,37.2,135,117,0,199,68,1571,272
2012,36081142900,"Census Tract 1429, Queens County, New York",1302,59,1243,394,907,53600,1956,2005,1480,34.7,136,179,0,143,72,1243,163
2013,36081142900,"Census Tract 1429, Queens County, New York",1277,0,1277,425,970,52125,1957,2006,1581,39.1,138,177,0,164,84,1277,193
2014,36081142900,"Census Tract 1429, Queens County, New York",1285,31,1254,370,863,52708,1957,2006,1711,31.3,77,160,0,138,72,1254,165
2015,36081142900,"Census Tract 1429, Queens County, New York",1284,82,1202,396,936,55972,1953,2004,1990,43.4,119,218,0,138,40,1202,105
2016,36081142900,"Census Tract 1429, Queens County, New York",1282,147,1135,359,977,63144,1954,2006,1804,31.5,116,202,0,122,35,1135,61
2017,36081142900,"Census Tract 1429, Queens County, New York",1269,151,1118,324,922,63333,1954,2008,1802,30.7,110,170,0,124,26,1118,55
2018,36081142900,"Census Tract 1429, Queens County, New York",1292,123,1169,268,764,65735,1953,2009,1882,33.3,86,133,0,109,18,1169,62
2019,36081142900,"Census Tract 1429, Queens County, New York",1305,109,1196,311,943,68688,1953,2011,1992,31.1,69,144,0,149,8,1196,62
2020,36081142900,"Census Tract 1429, Queens County, New York",1376,65,1311,240,797,NA,1957,2013,2128,28.7,43,90,0,132,18,1311,58
2012,36081143500,"Census Tract 1435, Queens County, New York",804,17,787,101,163,72844,1942,2005,1439,24.8,55,32,0,69,0,787,26
2013,36081143500,"Census Tract 1435, Queens County, New York",772,46,726,99,170,76612,1948,2005,1463,24.9,54,39,0,60,0,726,29
2014,36081143500,"Census Tract 1435, Queens County, New York",767,48,719,102,201,86111,1946,2009,1729,28.4,19,65,0,37,0,719,55
2015,36081143500,"Census Tract 1435, Queens County, New York",761,54,707,123,300,85078,1951,2010,1798,29.4,34,71,0,43,9,707,48
2016,36081143500,"Census Tract 1435, Queens County, New York",753,42,711,108,284,87000,1939,2011,1776,26.7,26,64,0,34,10,711,50
2017,36081143500,"Census Tract 1435, Queens County, New York",776,58,718,90,247,89219,1939,2011,1738,26.5,16,50,0,30,10,718,61
2018,36081143500,"Census Tract 1435, Queens County, New York",769,35,734,132,361,92857,0,2014,1480,24.7,17,67,0,57,8,734,72
2019,36081143500,"Census Tract 1435, Queens County, New York",770,33,737,120,470,96453,1953,2015,2125,26.8,36,46,0,66,8,737,25
2020,36081143500,"Census Tract 1435, Queens County, New York",799,105,694,106,405,102500,1955,2016,2167,25.3,36,50,0,56,0,694,28
2012,36081144100,"Census Tract 1441, Queens County, New York",1219,11,1208,229,652,54886,1953,2004,1552,34.6,86,106,0,73,50,1208,97
2013,36081144100,"Census Tract 1441, Queens County, New York",1224,10,1214,242,612,57500,1953,2007,1526,33.5,72,118,0,87,37,1214,114
2014,36081144100,"Census Tract 1441, Queens County, New York",1217,8,1209,231,544,65573,1954,2008,1591,30.9,86,115,0,83,33,1209,81
2015,36081144100,"Census Tract 1441, Queens County, New York",1238,36,1202,285,698,66106,1954,2008,1552,29.1,121,166,0,82,37,1202,105
2016,36081144100,"Census Tract 1441, Queens County, New York",1241,56,1185,280,623,65000,1954,2009,1496,23.9,126,200,0,60,20,1185,85
2017,36081144100,"Census Tract 1441, Queens County, New York",1243,62,1181,250,481,63846,1954,2009,1570,36.2,77,189,0,48,13,1181,54
2018,36081144100,"Census Tract 1441, Queens County, New York",1251,65,1186,273,613,50313,1953,2004,1681,40.7,91,169,20,56,48,1186,70
2019,36081144100,"Census Tract 1441, Queens County, New York",1210,127,1083,247,679,NA,1951,2004,1829,38.2,72,134,29,51,62,1083,49
2020,36081144100,"Census Tract 1441, Queens County, New York",1184,60,1124,249,751,52083,1948,2012,2177,43.3,69,96,31,83,70,1124,78
2012,36081144700,"Census Tract 1447, Queens County, New York",969,8,961,405,1071,65462,1956,2004,1484,29.1,150,136,56,193,20,961,80
2013,36081144700,"Census Tract 1447, Queens County, New York",973,25,948,465,1341,67566,1959,2004,1713,28.5,207,150,28,247,40,948,112
2014,36081144700,"Census Tract 1447, Queens County, New York",1042,56,986,396,1343,61154,1963,2006,1798,28.5,118,104,0,234,72,986,149
2015,36081144700,"Census Tract 1447, Queens County, New York",1044,100,944,344,1054,77955,1964,2007,1645,25.9,123,115,5,182,58,944,178
2016,36081144700,"Census Tract 1447, Queens County, New York",1026,98,928,399,1309,72986,1966,2010,1632,27.2,138,88,7,263,60,928,129
2017,36081144700,"Census Tract 1447, Queens County, New York",1032,112,920,377,1299,74934,1963,2011,1711,27.1,132,78,24,235,58,920,151
2018,36081144700,"Census Tract 1447, Queens County, New York",1046,133,913,309,968,89583,1965,2012,1862,25.6,113,65,35,193,34,913,123
2019,36081144700,"Census Tract 1447, Queens County, New York",1002,91,911,320,978,72083,1956,2013,1878,29.6,140,57,57,183,23,911,96
2020,36081144700,"Census Tract 1447, Queens County, New York",1138,100,1038,455,1307,51138,1953,2015,1965,47.1,199,66,77,129,105,1038,177
2012,36081145101,"Census Tract 1451.01, Queens County, New York",548,28,520,156,471,31667,1949,2004,1567,30,37,9,0,136,11,520,53
2013,36081145101,"Census Tract 1451.01, Queens County, New York",540,0,540,150,499,83710,1950,2004,1697,20.2,18,34,0,101,15,540,35
2014,36081145101,"Census Tract 1451.01, Queens County, New York",530,0,530,95,344,51042,1958,2004,1780,31.7,23,32,0,63,0,530,57
2015,36081145101,"Census Tract 1451.01, Queens County, New York",522,0,522,107,378,65083,1953,2006,1801,27.8,21,46,0,61,0,522,41
2016,36081145101,"Census Tract 1451.01, Queens County, New York",490,0,490,120,408,63214,1954,2007,1799,29.9,35,44,0,76,0,490,39
2017,36081145101,"Census Tract 1451.01, Queens County, New York",491,16,475,117,381,64375,1953,2007,1844,29,35,41,0,67,9,475,43
2018,36081145101,"Census Tract 1451.01, Queens County, New York",442,36,406,99,297,46458,1952,2007,2169,29.6,34,16,0,72,11,406,71
2019,36081145101,"Census Tract 1451.01, Queens County, New York",436,26,410,111,294,NA,1950,2003,1989,26.6,19,47,0,53,11,410,63
2020,36081145101,"Census Tract 1451.01, Queens County, New York",393,26,367,69,240,NA,1941,2010,2409,26.9,19,36,0,19,14,367,47
2012,36081145102,"Census Tract 1451.02, Queens County, New York",895,33,862,224,644,49926,1956,2002,1693,29.1,74,61,0,108,55,862,42
