address,county_fips,boroid,censustract,census_tract,geoid,geoid_nyp
91 EAST 54TH STREET 1ST FLOOR FRONT ENTRANCE REARROOM,047,3,NA,086600,36047086600,NA
16218 108TH AVE,081,4,260,026000,36081026000,36081026000
1821 MAHAN AVENUE,005,2,26602,026602,36005026602,NA
1419 AVENUE Y,047,3,590,059000,36047059000,36047059000
316 BEACH 15TH ST,081,4,101001,101001,36081101001,NA
1950 BRYANT AVE,005,2,359,035900,36005035900,36005035900
15545 115TH ROAD ENTIRE HOUSE,081,4,NA,027400,36081027400,NA
15 E 199TH ST,005,2,40701,040701,36005040701,NA
245 56TH STREET,047,3,22,002200,36047002200,36047002200
1114 EAST 82ND ST,047,3,996,099600,36047099600,36047099600
14550 SHORE AVENUE,081,4,198,019800,36081019800,36081019800
820 WEST END AVENUE A/K/A 814822 WEST END AVENUE,061,1,187,018700,36061018700,36061018700
2838 2840 JEROME AVEIN BKA 10 E 198 STSTORE 2,005,2,NA,040303,36005040303,NA
9825 HORACE HARDING EXPRESSWAY LOT M SPACE #13 MANDALAY BUILDING,081,4,NA,045500,36081045500,NA
969 GATES AVENUE,047,3,387,038700,36047038700,36047038700
15920 HARLEM RIVER DRIVE,061,1,24302,024302,36061024302,NA
8924 150TH STREET,081,4,240,024000,36081024000,36081024000
8620 PARK LANE SOUTH,081,4,12,001200,36081001200,36081001200
747 BURKE AVEAKA 3204 HOLLAND AVCELLPHONE STORE,005,2,372,037200,36005037200,36005037200
434 49TH STREET,047,3,78,007800,36047007800,36047007800
430 PARK AVENUE,061,1,102,010200,36061010200,36061010200
1544 PARK PLACE,047,3,347,034700,36047034700,36047034700
916 EAST 179TH ST,005,2,363,036300,36005036300,36005036300
1465 GENEVA LOOP,047,3,105801,105801,36047105801,NA
1851 FULTON STREET,047,3,381,038100,36047038100,36047038100
64 W 192 STREET,005,2,265,026500,36005026500,36005026500
10939 127TH STREET,081,4,170,017000,36081017000,36081017000
1407 BROADWAY,047,3,397,039700,36047039700,36047039700
1215 AVENUE M,047,3,768,076800,36047076800,36047076800
10 WEST 65TH STREET,061,1,149,014900,36061014900,36061014900
3457 EASTCHESTER ROA D,005,2,386,038600,36005038600,36005038600
7506 WOODSIDE AVE,081,4,483,048300,36081048300,NA
1403 NEW YORK AVENUE,047,3,782,078200,36047078200,36047078200
1594 METROPOLITAN AVENUE,005,2,21002,021002,36005021002,NA
5043 60TH STREET APT 1ST FLOOR,081,4,NA,024300,36081024300,NA
1773 BUSHWICK AVENUE,047,3,114201,114201,36047114201,NA
2672 RICHMOND TERR,085,5,223,022300,36085022300,36085022300
5716 FARRAGUT ROAD,047,3,94402,094402,36047094402,NA
449 STEWART AVENUE RIGHT SIDE ENTRANCE,085,5,NA,018901,36085018901,NA
1020 WALTON AVE,005,2,195,019500,36005019500,36005019500
1960 EAST TREMONT AVE,005,2,21001,021001,36005021001,NA
969 EAST 85TH STREET,047,3,956,095600,36047095600,36047095600
597 NEW JERSEY AVE,047,3,1126,112600,36047112600,36047112600
486 EAST 165TH STREET,005,2,185,018500,36005018500,NA
9134 195TH STREET,081,4,500,050000,36081050000,36081050000
615 AUTUMN AVENUE ENTIRE LOT,047,3,NA,120000,36047120000,NA
245 EAST 11TH ST BDLG K/A 175 SECOND AVENUE,061,1,NA,004000,36061004000,NA
100 BENCHLEY PLACE,005,2,46201,046201,36005046201,NA
21702172 RYER AVENUE,NA,2,381,NA,36005038100,36005038100
2505 BEDFORD AVENUE,047,3,790,079000,36047079000,NA
1420 PACIFIC STREET,047,3,313,031300,36047031300,36047031300
1176 BURNETT PLACE,005,2,93,009300,36005009300,NA
2730 W 33RD STREET,047,3,330,033000,36047033000,36047033000
463 DEKALB AVENUE,047,3,235,023500,36047023500,36047023500
678 EAST 225TH STREET,005,2,394,039400,36005039400,36005039400
710 EAST 230TH ST,005,2,422,042200,36005042200,36005042200
961 ST NICHOLAS AVE,061,1,239,023900,36061023900,36061023900
648 HOWARD AVENUE,047,3,900,090000,36047090000,36047090000
10705 SUTPHIN BOULE VARD,NA,4,198,NA,36081019800,36081019800
50 LENOX ROAD,047,3,79602,079602,36047079602,NA
338 E 139 STREET,005,2,39,003900,36005003900,36005003900
990 MONTGOMERY ST,047,3,355,035500,36047035500,36047035500
2007 LAFONTAINE AVE,005,2,37504,037504,36005037504,NA
50 EAST 196TH STREET,005,2,40304,040304,36005040304,NA
924 EAST 231ST STREET,005,2,424,042400,36005042400,36005042400
645 EAST 231ST STREET,005,2,420,042000,36005042000,36005042000
320 EMPIRE BOULEVARD,047,3,329,032900,36047032900,36047032900
10620 ROCKAWAY BLVD,081,4,864,086400,36081086400,36081086400
307 OLYMPIA BLVD,085,5,70,007000,36085007000,NA
437 ROGERS AVENUE,047,3,800,080000,36047080000,36047080000
2104 BRONX PARK EAST,005,2,22401,022401,36005022401,NA
16914 144TH RD 1 BSMT RM ON THE LEF,081,4,NA,033000,36081033000,NA
363 EAST 150 STREET,005,2,65,006500,36005006500,36005006500
11022 157TH STREET,081,4,262,026200,36081026200,36081026200
50 AVENUE D,061,1,20,002000,36061002000,36061002000
205 CLINTON AVE,047,3,195,019500,36047019500,36047019500
3989 50TH STREET,081,4,169,016900,36081016900,36081016900
3215 HOLLAND AVENUE,005,2,374,037400,36005037400,36005037400
148 ST PAULS AVENUE,085,5,17,001700,36085001700,36085001700
699 EAST 137 STREET,005,2,2702,002702,36005002702,NA
20 WEST 115TH STREET,061,1,186,018600,36061018600,36061018600
172 VAN SICKLEN ST,047,3,410,041000,36047041000,36047041000
5 FLEET WALK,047,3,15,001500,36047001500,NA
2145 86TH STREET WITHIN THE BUILDING,047,3,NA,029000,36047029000,NA
9006 FORT HAMILTON PKWY,047,3,160,016000,36047016000,36047016000
21 EAST 21ST STREET,047,3,50803,050803,36047050803,NA
1825 SUMMERFIELD STR,081,4,557,055700,36081055700,36081055700
320 EAST 58TH STREET,061,1,108,010800,36061010800,NA
1531 TAYLOR AVENUE,005,2,218,021800,36005021800,36005021800
10 STANTON STREET,061,1,3601,003601,36061003601,NA
8 FLEET WALK,047,3,15,001500,36047001500,NA
10704 159TH STREET,081,4,254,025400,36081025400,NA
2525 UNIVERSITY AVE,005,2,263,026300,36005026300,36005026300
102 DAHILL ROAD ROOM#31 ROOM,047,3,NA,049600,36047049600,NA
1507 EAST 172ND STREET,005,2,56,005600,36005005600,36005005600
1803 ATLANTIC AVENUE,047,3,299,029900,36047029900,36047029900
141 HULL STREET,047,3,371,037100,36047037100,36047037100
4825 46TH STREET,081,4,235,023500,36081023500,NA
1536 VYSE AVE,005,2,157,015700,36005015700,36005015700
1045 ANDERSON AVE,005,2,189,018900,36005018900,36005018900
855 EAST 19TH STREET,047,3,764,076400,36047076400,36047076400
269 WEST 154TH STREET,061,1,236,023600,36061023600,36061023600
178 HOPKINSON AVENUE APT # 4A,047,3,NA,030100,36047030100,NA
4223 214TH PLACE,081,4,1467,146700,36081146700,36081146700
256 HIMROD STREET,047,3,431,043100,36047043100,36047043100
163 BEACH 95TH ST 2ND FLOOR,081,4,94201,094201,36081094201,NA
15620 RIVERSIDE DR WEST,061,1,241,024100,36061024100,36061024100
3444 SEAMAN AVE,NA,1,295,NA,36061029500,36061029500
1351 NEW YORK AVENUE,047,3,830,083000,36047083000,36047083000
520 EAST 156TH ST,005,2,71,007100,36005007100,36005007100
2007 NEWBOLD AVENUE,005,2,92,009200,36005009200,36005009200
11018 SUTPHIN BLVD,NA,4,196,NA,36081019600,36081019600
1420 HERKIMER STREET,047,3,367,036700,36047036700,36047036700
2681 BRIGGS AVENUE,005,2,40501,040501,36005040501,NA
2475 SOUTHERN BLVD,005,2,393,039300,36005039300,36005039300
4135 45TH STREET,081,4,183,018300,36081018300,36081018300
466 BEACH 45TH ST,081,4,97203,097203,36081097203,NA
7222 153RD STREET,081,4,77908,077908,36081077908,NA
4706 45TH STREET,081,4,18502,018502,36081018502,NA
58 E 117 STREET,061,1,184,018400,36061018400,36061018400
1657 UNIONPORT ROAD,005,2,240,024000,36005024000,36005024000
2612 BROADWAY,061,1,187,018700,36061018700,36061018700
109 MADISON STREET,061,1,8,000800,36061000800,36061000800
151 WEST 142ND ST,061,1,232,023200,36061023200,36061023200
500 W 142ND STREET,061,1,225,022500,36061022500,36061022500
13751 HOOK CREEK BOULEVARD,081,4,656,065600,36081065600,36081065600
108 DIVISION AVENUE,047,3,535,053500,36047053500,36047053500
801 ROGERS AVENUE,047,3,820,082000,36047082000,36047082000
440 EAST 137TH ST,005,2,25,002500,36005002500,36005002500
1641 PROSPECT PLACE,047,3,363,036300,36047036300,36047036300
1730 SHORE PARKWAY,047,3,304,030400,36047030400,36047030400
5718 VAN DOREN STREET,081,4,43701,043701,36081043701,NA
40 BRIGHTON AVE,085,5,77,007700,36085007700,36085007700
1302 COLLEGE AVENUE,005,2,17702,017702,36005017702,NA
550 ROSEDALE AVENUE,005,2,20,002000,36005002000,NA
4708 CHURCH AVENUE FLOOR23,047,3,NA,086000,36047086000,NA
2255 BEDFORD AVENUE APT # 4E,047,3,NA,079400,36047079400,NA
1460 BRYANT AVENUE,005,2,157,015700,36005015700,36005015700
2 ELTON STREET,047,3,117202,117202,36047117202,NA
764 E 168TH ST,005,2,135,013500,36005013500,36005013500
225 WEST 232ND STREET,005,2,287,028700,36005028700,36005028700
327 EAST 101 STREET,061,1,164,016400,36061016400,36061016400
2020 GRAND CONCOURSE,005,2,23502,023502,36005023502,NA
1098 WOODYCREST AVE UNIT 1,005,2,193,019300,36005019300,36005019300
8425 ELMHURST AVE,081,4,271,027100,36081027100,NA
1063 WILLMOHR STREET APT 2L 2ND FLOOR,047,3,NA,088600,36047088600,NA
943 WILLOUGHBY AVE,047,3,391,039100,36047039100,36047039100
400 BEACH 119TH STREET AKA 11818 NEWPORT AVENUE APT # BASEMENT,081,4,93402,093402,36081093402,NA
925 EAST 103RD ST,047,3,986,098600,36047098600,36047098600
1049 STERLING PLACE,047,3,341,034100,36047034100,36047034100
19840 32ND AVE,081,4,1099,109900,36081109900,36081109900
567 EMPIRE BLVD,047,3,331,033100,36047033100,36047033100
847 EAST 226TH ST,005,2,406,040600,36005040600,36005040600
16210 SOUTH ROAD 1ST FLR EAST SIDE UNIT,081,4,NA,025400,36081025400,NA
690 EAST 189TH ST,005,2,389,038900,36005038900,36005038900
2611 CRESCENT STREET,081,4,69,006900,36081006900,36081006900
6735 THIRD AVENUE,047,3,68,006800,36047006800,36047006800
14515 109 AVENUE,081,4,196,019600,36081019600,36081019600
375 EAST MOSHOLU PKW Y N,005,2,NA,042500,36005042500,NA
28 MACDONOUGH STREET,047,3,269,026900,36047026900,36047026900
1469 FULTON AVENUE,005,2,169,016900,36005016900,36005016900
328 CASTLE HILL AVE,005,2,84,008400,36005008400,36005008400
1876 LEXINGTON AVENUE AKA 137 E116,061,1,182,018200,36061018200,36061018200
31 WEST 8TH STREET,061,1,63,006300,36061006300,36061006300
1119 LENOX ROAD,047,3,890,089000,36047089000,36047089000
12 MARISA COURT,085,5,27702,027702,36085027702,NA
228 NAPLES TERRACE,005,2,289,028900,36005028900,36005028900
2487 GRAND AVENUE,005,2,263,026300,36005026300,36005026300
1920 UNION STREET,047,3,359,035900,36047035900,36047035900
PORTION OF THE 7TH FLOOR AS SET FORTH IN EXHIBIT 1 ANNEXED HERETO IN THE BUILDING KNOWN AS 55 BROAD,NA,1,NA,NA,NA,NA
593 NEW LOTS AVENUE,NA,3,1124,NA,36047112400,36047112400
3301 BRONXWOOD AVENUE,005,2,372,037200,36005037200,36005037200
2727 UNIVERSITY AVE,005,2,26701,026701,36005026701,NA
202 HALE AVENUE,047,3,1174,117400,36047117400,36047117400
230 WEST 95TH STREET,061,1,183,018300,36061018300,36061018300
2465 PALISADE AVENUE,005,2,29301,029301,36005029301,NA
25904 147TH ROAD,081,4,656,065600,36081065600,36081065600
2846 41ST STREET,081,4,147,014700,36081014700,36081014700
201 LINDEN BLVD,047,3,820,082000,36047082000,36047082000
3219 43RD STREET,081,4,159,015900,36081015900,36081015900
540 WEST 143RD ST,061,1,229,022900,36061022900,36061022900
4517 47TH STREET,081,4,235,023500,36081023500,NA
2473 AQUEDUCT AVENUE,005,2,263,026300,36005026300,36005026300
767 PROSPECT AVENUE,005,2,79,007900,36005007900,36005007900
1212 GRAND CONCOURSE,005,2,17901,017901,36005017901,NA
2215 NEWKIRK AVENUE,047,3,51601,051601,36047051601,NA
2713 WALLACE AVBASEMENT LIVING ROOM,005,2,NA,033800,36005033800,NA
3573 BRONXWOOD AVE1ST BEDROOM ON THE RIGHT AND ANYAREAS,005,2,NA,038000,36005038000,NA
195 HOYT STREET,047,3,71,007100,36047007100,36047007100
5439 100TH STREET,081,4,44301,044301,36081044301,NA
10428 117TH STREET,081,4,104,010400,36081010400,36081010400
100 WEST 26TH STREET,061,1,91,009100,36061009100,36061009100
339 JAMAICA AVENUE,047,3,114202,114202,36047114202,NA
6937 68TH STREET BASEMENT,081,4,NA,062700,36081062700,NA
10643 156TH STREET,081,4,254,025400,36081025400,NA
2029 SECOND AVENUE,061,1,170,017000,36061017000,36061017000
111 WADSWORTH AVE,061,1,263,026300,36061026300,36061026300
142 HURON STREET,047,3,563,056300,36047056300,NA
21625 136TH ROAD,081,4,358,035800,36081035800,36081035800
185 ARDLSEY LOOP,047,3,NA,105801,36047105801,NA
5409 ALMEDA AVENUE,081,4,97203,097203,36081097203,NA
1512 BEACH AVENUE,005,2,218,021800,36005021800,36005021800
6021 55TH STREET,081,4,595,059500,36081059500,NA
20518 115TH DRIVE,081,4,532,053200,36081053200,36081053200
2327 BRAGG STREET,047,3,626,062600,36047062600,36047062600
323 BEEKMAN AVENUE,005,2,33,003300,36005003300,36005003300
4582 MANHATTAN COLLEGE PKWY,005,2,285,028500,36005028500,36005028500
2156 CORTELYOU ROAD,047,3,792,079200,36047079200,NA
690 ALBANY AVENUE,047,3,808,080800,36047080800,36047080800
16523 144TH TERRACE,081,4,306,030600,36081030600,36081030600
464 NEPTUNE AVENUE,047,3,35602,035602,36047035602,NA
1339 CHISHOLM STREET,005,2,153,015300,36005015300,36005015300
321 CHAUNCEY STREET,047,3,379,037900,36047037900,36047037900
15804 MEYER AVENUE A/K/A 15804 LINDEN,NA,4,276,NA,36081027600,36081027600
844 HERKIMER STREET,047,3,299,029900,36047029900,36047029900
940 GATES AVENUE,047,3,385,038500,36047038500,36047038500
1801 MARMION AVE,005,2,367,036700,36005036700,36005036700
1665 LEXINGTON AVE3RD FLOOR,061,1,166,016600,36061016600,36061016600
1950 ANDREWS AVENUE,005,2,24502,024502,36005024502,NA
2451 FREDERICK DOUGLAS BLVD,061,1,215,021500,36061021500,36061021500
4618 53RD AVENUE WAREHOUSE,081,4,NA,020500,36081020500,NA
944 EAST 217TH STREET,005,2,388,038800,36005038800,36005038800
824 BEDFORD AVENUE 484 PARK AVENUE A/K/,047,3,NA,123700,36047123700,NA
1255 PURITAN AVENUE,005,2,184,018400,36005018400,36005018400
5413 METROPOLITAN AVENUE,081,4,595,059500,36081059500,NA
485 JACKSON AVENUE,005,2,37,003700,36005003700,36005003700
321 EAST 153RD STREET,005,2,NA,006700,36005006700,NA
410 W 51ST STREET,061,1,133,013300,36061013300,36061013300
19430 D 65TH CRESEN T,081,4,NA,134700,36081134700,NA
303 FIFTH AVENUE,061,1,74,007400,36061007400,36061007400
1354 COMMONWEALTH AVEE,005,2,NA,007600,36005007600,NA
3140 GODWIN TERRACE,005,2,289,028900,36005028900,36005028900
451 73RD STREET,047,3,130,013000,36047013000,36047013000
58 E 190 ST,005,2,401,040100,36005040100,36005040100
936 HOE AVENUE,005,2,119,011900,36005011900,36005011900
74 SAINT EDWARDS ST,047,3,2901,002901,36047002901,NA
43 CENTRAL AVENUE,047,3,425,042500,36047042500,36047042500
921 E83RD ST ENTIRE 1ST FLOOR,047,3,NA,095600,36047095600,NA
10133 132ND ST BSMT,081,4,NA,015200,36081015200,NA
514 W 211TH ST AKA 514522 W 211TH ST,061,1,293,029300,36061029300,36061029300
1780 EASTBURN AVENUE,005,2,22901,022901,36005022901,NA
20 HENDRICKS AVE,085,5,9,000900,36085000900,36085000900
456 WEST 19TH STREET UNIT #1,061,1,89,008900,36061008900,36061008900
156171 SHERIDAN AVENUE,NA,2,225,NA,36005022500,36005022500
1701 FIRST AVEAKA 3 55 EAST 88TH STREET,061,1,14602,015002,36061015002,NA
56 EAST TREMONT AVE,005,2,23301,023301,36005023301,NA
1385 BROADWAY A PORTION OF THE GRO,061,1,NA,010900,36061010900,NA
253 EAST 181ST STREET,005,2,381,038100,36005038100,36005038100
27 KIELY PLACE,047,3,118201,118201,36047118201,NA
2477 CROTONA AVENUE,005,2,389,038900,36005038900,36005038900
91416 BEDFORD AVESTORE # 1,NA,3,NA,NA,NA,NA
108 FIELD PLACE AK A 2338 MORRIS AVENUE,005,2,23703,023703,36005023703,NA
1360 E 14TH ST,047,3,768,076800,36047076800,36047076800
205 CLINTON AVENUE,047,3,195,019500,36047019500,36047019500
3121 SEYMOUR AVENUE,005,2,364,036400,36005036400,36005036400
540 E 187TH STREET,005,2,387,038700,36005038700,36005038700
89 EAST 54TH STREET,047,3,866,086600,36047086600,36047086600
133 DREISER LOOP,005,2,46201,046201,36005046201,NA
1033 OCEAN AVENUE,047,3,51601,051601,36047051601,NA
326 EAST 81 STREET,061,1,138,013800,36061013800,36061013800
11143 FRANCIS LEWI S BLVD,081,4,NA,051600,36081051600,NA
8345 LEFFERTS BLVD,081,4,140,014000,36081014000,36081014000
2224 ADAMS PLACE,005,2,391,039100,36005039100,36005039100
1100 WINTHROOP ST,047,3,NA,088400,36047088400,NA
1420 AMSTERDAM AVE,061,1,219,021900,36061021900,36061021900
6059 MYRTLE AVENUE,081,4,583,058300,36081058300,36081058300
9328 DITMARS BLVD,081,4,347,034700,36081034700,36081034700
1 UNION SQUARE S,NA,1,61,NA,36061006100,36061006100
673 RIVERDALE AVENUE AKA 603 WYONA STREET,047,3,1126,112600,36047112600,36047112600
243 TROY AVENUE A/K/ A ST JOHNS PLACE,047,3,353,035300,36047035300,NA
2076 CROPSEY AVENUE,047,3,286,028600,36047028600,36047028600
11 EAST FIRST APARTMENT NUMBER 424,061,1,NA,003602,36061003602,NA
10438 38TH AVENUE,081,4,403,040300,36081040300,NA
2803 BATCHELDER STREET APT 2A,047,3,622,062200,36047062200,36047062200
443 95TH STREET,047,3,162,016200,36047016200,36047016200
4435 COLDEN STREET,081,4,845,084500,36081084500,36081084500
408 EAST 64TH STREET,061,1,10602,010602,36061010602,NA
723 EAST 27TH STREET,047,3,774,077400,36047077400,36047077400
280 GRAFTON STREET,047,3,894,089400,36047089400,36047089400
13307 CROSS BAY BOULEVARD,081,4,86,008600,36081008600,36081008600
146 CEDAR AVENUE,085,5,74,007400,36085007400,36085007400
2166 DEAN STREET,047,3,303,030300,36047030300,36047030300
149A LEXINGTON AVE,047,3,233,023300,36047023300,36047023300
2188 CRESTON AVENUE,005,2,23704,023704,36005023704,NA
574 EAST 138TH ST,005,2,2701,002701,36005002701,NA
100 COOPER STREET,061,1,303,030300,36061030300,36061030300
474 JEROME STREET,047,3,1162,116200,36047116200,36047116200
161 CHESTNUT STREET,047,3,117601,117601,36047117601,NA
3816 REVIEW PLACE,005,2,283,028300,36005028300,36005028300
2000 ANTHONY AVENUE,005,2,381,038100,36005038100,36005038100
3205 EMMONS AVENUE,047,3,622,062200,36047062200,36047062200
1014 NEILSON STREET,081,4,103202,103202,36081103202,NA
1155 DEAN STREET,047,3,315,031500,36047031500,36047031500
14563 225TH ST ENTIRE HOUSE,081,4,NA,069000,36081069000,NA
420 WEST 26TH ST,061,1,93,009300,36061009300,36061009300
116 BEACH 27TH ST,081,4,99802,099802,36081099802,NA
14 BULWER PLACE GRND FLR BSMT,047,3,NA,114201,36047114201,NA
3082 HYLAN BLVD RIGHT SIDE ENTRANCE,085,5,NA,012805,36085012805,NA
414 EAST 58TH STREET UNIT C3,061,1,10601,010601,36061010601,NA
247 46TH STREET,047,3,2,000200,36047000200,36047000200
820 THIERIOT AVENUE,005,2,42,004200,36005004200,36005004200
50 SHORE BOULEVARD,047,3,61004,061004,36047061004,NA
100 KRAMER ST,085,5,64,006400,36085006400,36085006400
2819 MORRIS AVE,005,2,40303,040303,36005040303,NA
1811 WATERLOO PLACE,005,2,367,036700,36005036700,36005036700
3824 LITTLE NECK PKWY,081,4,1483,148300,36081148300,36081148300
308 B92ND STREET,NA,4,94202,NA,NA,NA
2271 EAST 2ND STREET,047,3,388,038800,36047038800,36047038800
1087 SUMMIT AVENUE,005,2,193,019300,36005019300,36005019300
304 ECHO PLACE,005,2,381,038100,36005038100,36005038100
12111 FARMERS BLVD SECOND FLOOR RIGHT SIDE ENTRANCE,081,4,NA,037600,36081037600,NA
255 WEST 36TH ST AKA 251255 W 36TH ST AKA BLOCK 78SUITE 205,061,1,109,010900,36061010900,36061010900
275 JACKSON STREET,047,3,449,044900,36047044900,NA
3208 UNION STREET PARKING SPACE #10,081,4,NA,088901,36081088901,NA
287 CLARKSON AVENUE,047,3,820,082000,36047082000,36047082000
401 W 16TH ST,061,1,83,008300,36061008300,36061008300
2074 ARTHUR AVENUE,005,2,373,037300,36005037300,36005037300
73840 W 187TH ST,NA,1,271,NA,36061027100,36061027100
4142 24TH STREET,081,4,33,003300,36081003300,NA
9312 FOSTER AVENUE ENTIRE HOUSE,047,3,NA,097000,36047097000,NA
1654 77TH STREET,047,3,NA,018200,36047018200,NA
1407 BROADWAY SUITE 448,061,1,113,011300,36061011300,36061011300
90 WILLIAM STREET APT 7E,061,1,1502,001502,36061001502,NA
3280 NOSTRAND AVENUE,047,3,566,056600,36047056600,36047056600
2770 BRIGGS AVENUE,005,2,40501,040501,36005040501,NA
9608 ALSTYNE AVETHIRD FLR REAR APT,081,4,NA,041100,36081041100,NA
2121 41ST AVENUE SUITE 1A AND A PORTION OF THE SECOND FLOOR,081,4,NA,003300,36081003300,NA
3538 JUNCTION BLVD,081,4,273,027300,36081027300,NA
152154 WEST 44TH STREET APT 6B,NA,1,119,NA,36061011900,36061011900
8825 153RD STREET,081,4,236,023600,36081023600,36081023600
15115 79TH ST,081,4,6202,006202,36081006202,NA
158 WEST 129TH STREET,061,1,224,022400,36061022400,36061022400
1125 FINDLAY AVENUE,005,2,175,017500,36005017500,36005017500
2825 DECATUR AVE,005,2,40702,040702,36005040702,NA
1210 SHERMAN AVENUE,005,2,17901,017901,36005017901,NA
2945 RICHMOND TERR APPROX60000 SQFT,085,5,NA,022300,36085022300,NA
1799 LEXINGTON AVE,061,1,172,017200,36061017200,36061017200
189209 EAST 34TH ST,NA,3,816,NA,36047081600,36047081600
3421 102ND STREET,081,4,379,037900,36081037900,36081037900
293 EAST 16TH STREET,047,3,514,051400,36047051400,36047051400
309 BEACH 91 STREET,081,4,94202,094202,36081094202,NA
419 EAST 142ND STREET,005,2,41,004100,36005004100,36005004100
